GEOID,sovi,rank,fema_region
g22123,0.9189190153712774,173.0,FEMA_6
g22125,-8.444364791085748,501.0,FEMA_6
g22127,-1.1802572332092482,357.0,FEMA_6
g23001,0.028081378756113093,31.0,FEMA_1
g23003,5.550409985516337,3.0,FEMA_1
g23005,-1.97702693739327,57.0,FEMA_1
g23007,0.7190733844361497,23.0,FEMA_1
g23009,-0.4080572172204444,37.0,FEMA_1
g23011,0.7492463143292596,22.0,FEMA_1
g23013,-0.2340719835709686,34.0,FEMA_1
g23015,1.3336033543002523,20.0,FEMA_1
g23017,1.4768237382497527,19.0,FEMA_1
g23019,0.30640557290651305,28.0,FEMA_1
g23021,3.6296347633165023,5.0,FEMA_1
g23023,-1.4609237930218244,50.0,FEMA_1
g23025,2.1683341974065238,13.0,FEMA_1
g23027,-0.38104460655223993,36.0,FEMA_1
g23029,7.7558194786221915,1.0,FEMA_1
g23031,-1.8064771174534537,54.0,FEMA_1
g24001,1.6107609465923636,71.0,FEMA_3
g24003,-3.866401758988537,267.0,FEMA_3
g24005,-2.306551947928907,235.0,FEMA_3
g24009,-4.451116365760629,277.0,FEMA_3
g24011,0.018501075101948664,133.0,FEMA_3
g24013,-4.246501766018704,274.0,FEMA_3
g24015,-2.3071772570489286,236.0,FEMA_3
g24017,-4.027986051541152,269.0,FEMA_3
g24019,0.9935467702574555,86.0,FEMA_3
g24021,-3.7510698666359414,262.0,FEMA_3
g24023,1.100077694041875,84.0,FEMA_3
g24025,-4.09486334595702,270.0,FEMA_3
g24027,-5.397972166615919,282.0,FEMA_3
g24029,1.6277185559742817,70.0,FEMA_3
g24031,-0.3287065457383603,151.0,FEMA_3
g24033,1.1194373587720199,81.0,FEMA_3
g24035,-3.585685553649714,257.0,FEMA_3
g24037,-3.5104102748626023,256.0,FEMA_3
g24039,4.459222898908754,19.0,FEMA_3
g24041,0.5491201386065774,99.0,FEMA_3
g24043,-0.7315225220984447,176.0,FEMA_3
g24045,0.1312171921578602,123.0,FEMA_3
g24047,3.787319428611727,25.0,FEMA_3
g24510,3.2857993388780002,30.0,FEMA_3
g25001,2.1269258253762193,15.0,FEMA_1
g25003,2.403514505980769,9.0,FEMA_1
g25005,3.062045053341045,7.0,FEMA_1
g25007,-1.0764302955514737,48.0,FEMA_1
g25009,2.285841565920651,11.0,FEMA_1
g25011,-0.32287692374087323,35.0,FEMA_1
g25013,5.704092769695166,2.0,FEMA_1
g25015,-0.7948813913227192,44.0,FEMA_1
g25017,-0.6029372553545579,38.0,FEMA_1
g25019,-7.9840901440351875,67.0,FEMA_1
g25021,0.5168333050805431,25.0,FEMA_1
g25023,0.02997433595396587,30.0,FEMA_1
g25025,2.294230857856011,10.0,FEMA_1
g25027,0.6883834283764095,24.0,FEMA_1
g26001,4.161450781597147,24.0,FEMA_5
g26003,-0.3848869260554739,292.0,FEMA_5
g26005,-1.6417901620155193,400.0,FEMA_5
g26007,1.6257539787298858,118.0,FEMA_5
g26009,1.3248728776685834,141.0,FEMA_5
g26011,1.0739279924443463,163.0,FEMA_5
g26013,1.3655274060898015,137.0,FEMA_5
g26015,-2.9573226689879295,472.0,FEMA_5
g26017,1.2580530558079355,149.0,FEMA_5
g26019,1.3347676158507589,139.0,FEMA_5
g26021,2.5382000215969196,69.0,FEMA_5
g26023,-0.43743900804270786,302.0,FEMA_5
g26025,2.0049232172198366,94.0,FEMA_5
g26027,-0.6689863487511454,326.0,FEMA_5
g26029,0.5283309840187874,212.0,FEMA_5
g26031,2.0736746899986476,88.0,FEMA_5
g26033,-0.78095786376793,337.0,FEMA_5
g26035,3.441268543501136,38.0,FEMA_5
g26037,-2.9769538902690145,474.0,FEMA_5
g26039,1.4630545300335558,130.0,FEMA_5
g26041,1.394527179357629,133.0,FEMA_5
g26043,0.050573032383066374,245.0,FEMA_5
g26045,-1.2864543550704775,378.0,FEMA_5
g26047,-0.9709039849846565,351.0,FEMA_5
g26049,2.0015584939515985,95.0,FEMA_5
g26051,1.8564462151046375,104.0,FEMA_5
g26053,2.2875824506573297,79.0,FEMA_5
g26055,-1.9158007854451802,415.0,FEMA_5
g26057,-1.0512781508073084,357.0,FEMA_5
g26059,0.0026496189143592197,253.0,FEMA_5
g26061,-2.0289918085231515,423.0,FEMA_5
g26063,2.546779394231497,68.0,FEMA_5
g26065,0.5676073194778991,207.0,FEMA_5
g26067,-3.2233921662183223,485.0,FEMA_5
g26069,4.492904546839708,20.0,FEMA_5
g26071,5.131479472995825,15.0,FEMA_5
g26073,-0.1127802789026372,263.0,FEMA_5
g26075,-0.7197931622669809,330.0,FEMA_5
g26077,-0.5280214076025953,314.0,FEMA_5
g26079,0.0281751291596698,251.0,FEMA_5
g26081,0.5668248162410703,208.0,FEMA_5
g26083,1.7484254596067896,109.0,FEMA_5
g26085,5.093649237750262,16.0,FEMA_5
g26087,-3.022733436386517,476.0,FEMA_5
g26089,0.6653020332952544,201.0,FEMA_5
g26091,-0.14263233047983914,268.0,FEMA_5
g26093,-5.777241220449278,514.0,FEMA_5
g26095,-2.300192823944721,441.0,FEMA_5
g26097,5.690064487113776,11.0,FEMA_5
g26099,0.701483643732928,194.0,FEMA_5
g26101,0.7672933404362214,188.0,FEMA_5
g26103,-1.1711414713773305,372.0,FEMA_5
g26105,2.4037453874942982,77.0,FEMA_5
g26107,-0.9380541679915195,348.0,FEMA_5
g26109,1.740655232729083,111.0,FEMA_5
g26111,-3.0426117691165784,478.0,FEMA_5
g26113,0.40828690866433537,222.0,FEMA_5
g26115,-2.0784855099464434,427.0,FEMA_5
g26117,-1.5139712045560851,393.0,FEMA_5
g26119,4.431898537001189,21.0,FEMA_5
g26121,1.5101193509159976,127.0,FEMA_5
g26123,-0.05458622982253214,257.0,FEMA_5
g26125,-2.219023853003317,437.0,FEMA_5
g26127,3.819805195454495,30.0,FEMA_5
g26129,4.278012514773326,23.0,FEMA_5
g26131,2.714846796811861,61.0,FEMA_5
g26133,1.3424753961170075,138.0,FEMA_5
g26135,4.425920479657609,22.0,FEMA_5
g26137,0.131890953049387,237.0,FEMA_5
g26139,-2.17345722950844,432.0,FEMA_5
g26141,3.417856235173138,41.0,FEMA_5
g26143,5.245744431653672,14.0,FEMA_5
g26145,2.710224307409675,62.0,FEMA_5
g26147,-0.7209329329246985,331.0,FEMA_5
g26149,0.9574305618144254,169.0,FEMA_5
g26151,1.061719255180214,165.0,FEMA_5
g26153,4.802053943328628,18.0,FEMA_5
g26155,-0.6524517877264113,323.0,FEMA_5
g26157,-0.37672865927919075,291.0,FEMA_5
g26159,1.969145911581244,97.0,FEMA_5
g26161,-3.48844989933254,491.0,FEMA_5
g26163,6.183506950059317,9.0,FEMA_5
g26165,0.23574888736346222,230.0,FEMA_5
g27001,3.2108787735163142,46.0,FEMA_5
g27003,-4.138930704363767,498.0,FEMA_5
g27005,1.295896456156783,145.0,FEMA_5
g27007,2.8082648021891745,59.0,FEMA_5
g27009,-1.6965748368309241,403.0,FEMA_5
g27011,5.0168790055500825,17.0,FEMA_5
g27013,-2.6716623994521767,454.0,FEMA_5
g27015,0.7130584518813813,190.0,FEMA_5
g27017,-1.78716403753758,409.0,FEMA_5
g27019,-6.60131366049366,521.0,FEMA_5
g27021,2.030335208766455,92.0,FEMA_5
g27023,2.0490892125718916,91.0,FEMA_5
g27025,-5.487140795250348,511.0,FEMA_5
g27027,-1.3320781706739542,382.0,FEMA_5
g27029,2.0101673152553214,93.0,FEMA_5
g27031,1.393792290520648,134.0,FEMA_5
g27033,3.770006802041844,32.0,FEMA_5
g27035,-0.11448121313644552,264.0,FEMA_5
g27037,-3.8854410768166345,496.0,FEMA_5
g27039,-2.7897415756735415,459.0,FEMA_5
g27041,-1.0584161450878269,359.0,FEMA_5
g27043,2.502781864861077,72.0,FEMA_5
g27045,1.9488490029664942,99.0,FEMA_5
g27047,3.171951190824065,48.0,FEMA_5
g27049,-0.9981875706663939,353.0,FEMA_5
g27051,2.4693430246809327,74.0,FEMA_5
g27053,-0.22810253834086025,277.0,FEMA_5
g27055,-0.1705968656796184,272.0,FEMA_5
g27057,0.0391013079375076,247.0,FEMA_5
g27059,-3.6284530940311988,492.0,FEMA_5
g27061,0.5837055270873888,205.0,FEMA_5
g27063,0.37756892327787556,225.0,FEMA_5
g27065,-1.3748312714445026,385.0,FEMA_5
g27067,1.513651837845682,126.0,FEMA_5
g27069,2.5736139916565794,67.0,FEMA_5
g27071,1.4250115807551538,132.0,FEMA_5
g27073,1.6619965518989908,116.0,FEMA_5
g27075,1.5610409990320204,122.0,FEMA_5
g27077,-1.2525853340358786,376.0,FEMA_5
g27079,-1.8638494736353768,413.0,FEMA_5
g27081,2.132419090236328,87.0,FEMA_5
g27083,0.8693897886279682,178.0,FEMA_5
g27085,-1.6997369286636923,404.0,FEMA_5
g27087,11.46113762292369,2.0,FEMA_5
g27089,-0.4266972396569677,299.0,FEMA_5
g27091,1.965591327100983,98.0,FEMA_5
g27093,-1.6133656324927594,399.0,FEMA_5
g27095,0.40588370214504454,223.0,FEMA_5
g27097,-0.3024858372641529,286.0,FEMA_5
g27099,2.822180617689212,55.0,FEMA_5
g27101,2.2045570494334035,82.0,FEMA_5
g27103,-3.2291021640434923,486.0,FEMA_5
g27105,6.523485241077906,6.0,FEMA_5
g27107,2.8814964354750026,54.0,FEMA_5
g27109,-2.077437969485264,426.0,FEMA_5
g27111,1.1639064449785699,155.0,FEMA_5
g27113,-0.31324349295043574,287.0,FEMA_5
g27115,-1.7250961820954276,406.0,FEMA_5
g27117,3.3419018404490393,42.0,FEMA_5
g27119,1.327660361384294,140.0,FEMA_5
g27121,-0.05825084581322454,258.0,FEMA_5
g27123,3.809112795378161,31.0,FEMA_5
g27125,-0.14690308952077413,269.0,FEMA_5
g27127,1.9321000482302761,100.0,FEMA_5
g27129,1.7374919851012085,112.0,FEMA_5
g27131,-1.8674032211589893,414.0,FEMA_5
g27133,1.8200365614739131,106.0,FEMA_5
g27135,-2.2319287269695307,438.0,FEMA_5
g27137,0.6776512688205342,197.0,FEMA_5
g27139,-5.906528882439889,516.0,FEMA_5
g27141,-5.955134498231259,519.0,FEMA_5
g27143,0.6715465262702052,198.0,FEMA_5
g27145,-2.8367945801094803,467.0,FEMA_5
g27147,-0.4241160800679664,297.0,FEMA_5
g27149,-0.5447809138425068,315.0,FEMA_5
g27151,0.47606989121748944,215.0,FEMA_5
g27153,0.6658733322567129,200.0,FEMA_5
g27155,3.5270716701590787,37.0,FEMA_5
g27157,-1.317962882054048,380.0,FEMA_5
g27159,3.2546179767371686,45.0,FEMA_5
g27161,-0.3303949454975559,290.0,FEMA_5
g27163,-5.597390377123141,513.0,FEMA_5
g27165,5.261512514760293,13.0,FEMA_5
g27167,0.5604160697223581,210.0,FEMA_5
g27169,-1.2014600949727758,374.0,FEMA_5
g27171,-5.570521326557921,512.0,FEMA_5
g27173,1.2589919565636771,148.0,FEMA_5
g28001,2.0796483460735398,129.0,FEMA_4
g28003,-1.105151924034105,504.0,FEMA_4
g28005,0.08382581704782044,348.0,FEMA_4
g28007,0.9915077052064496,232.0,FEMA_4
g28009,-2.0945334864466654,610.0,FEMA_4
g28011,1.260280859990395,193.0,FEMA_4
g28013,1.225417751490994,197.0,FEMA_4
g28015,-0.40402543738675084,409.0,FEMA_4
g28017,0.13385475379437822,341.0,FEMA_4
g28019,1.235475525095469,196.0,FEMA_4
g28021,1.356589924368834,187.0,FEMA_4
g28023,-2.1342595290438173,614.0,FEMA_4
g28025,-1.3104251461506191,535.0,FEMA_4
g28027,3.4099855917257313,53.0,FEMA_4
g28029,-1.7330666228093379,588.0,FEMA_4
g28031,-0.8625534858862433,476.0,FEMA_4
g28033,-5.402478341323879,719.0,FEMA_4
g28035,-0.5181049448423294,428.0,FEMA_4
g28037,-0.7204845546472248,455.0,FEMA_4
g28039,-4.433256558731836,705.0,FEMA_4
g28041,-0.049878355823369414,363.0,FEMA_4
g28043,-0.8509183198040275,473.0,FEMA_4
g28045,-1.1505107184257013,511.0,FEMA_4
g28047,-0.3077710681817649,396.0,FEMA_4
g28049,-0.9711636535588384,487.0,FEMA_4
g28051,1.2886409156132432,192.0,FEMA_4
g28053,3.308214806157147,58.0,FEMA_4
g28055,2.3434754916439795,115.0,FEMA_4
g28057,-2.940846632169767,657.0,FEMA_4
g28059,-2.4520027865188254,636.0,FEMA_4
g28061,-1.6619985587225075,578.0,FEMA_4
g28063,3.9076171492771867,42.0,FEMA_4
g28065,-0.76155265676218,459.0,FEMA_4
g28067,-1.5604100712241213,564.0,FEMA_4
g28069,3.691966998726679,47.0,FEMA_4
g28071,-2.6693276810147637,643.0,FEMA_4
g28073,-5.040257147172727,715.0,FEMA_4
g28075,-0.6239368206201258,441.0,FEMA_4
g28077,-3.0104678536830702,662.0,FEMA_4
g28079,1.6303012925038478,157.0,FEMA_4
g28081,-2.2748126539172095,623.0,FEMA_4
g28083,4.092980082901391,41.0,FEMA_4
g28085,-1.6466879253130209,576.0,FEMA_4
g28087,-0.3429363574478152,402.0,FEMA_4
g28089,-5.8005093007407655,726.0,FEMA_4
g28091,-0.5036454232781813,424.0,FEMA_4
g28093,-1.2951875820938485,530.0,FEMA_4
g28095,-1.6457783150343273,575.0,FEMA_4
g28097,-0.2265594326595075,383.0,FEMA_4
g28099,7.8141411797163185,8.0,FEMA_4
g28101,0.6472486772642996,270.0,FEMA_4
g28103,1.5480882537867924,164.0,FEMA_4
g28105,-1.160919369670275,513.0,FEMA_4
g28107,-1.5344652988292287,562.0,FEMA_4
g28109,-1.9724010403474739,602.0,FEMA_4
g28111,-2.728176531405778,647.0,FEMA_4
g28113,-0.15860258295402055,376.0,FEMA_4
g28115,-3.071666953148428,666.0,FEMA_4
g28117,-1.5208868963417284,558.0,FEMA_4
g28119,2.96396300013128,73.0,FEMA_4
g28121,-4.993375738303153,714.0,FEMA_4
g28123,-0.45983245122400673,417.0,FEMA_4
g28125,4.168409747332174,39.0,FEMA_4
g28127,-0.2625408412146503,387.0,FEMA_4
g28129,-3.103555759808432,669.0,FEMA_4
g28131,-2.787424776516552,651.0,FEMA_4
g28133,1.0471711764564222,225.0,FEMA_4
g28135,4.170229867894249,38.0,FEMA_4
g28137,-1.9657680723541495,601.0,FEMA_4
g28139,-2.0768737783747335,609.0,FEMA_4
g28141,-0.48584807878165304,421.0,FEMA_4
g28143,5.002367111986059,25.0,FEMA_4
g28145,-2.1316746418735324,613.0,FEMA_4
g28147,-1.6366238363905423,572.0,FEMA_4
g28149,-0.3326670918488716,400.0,FEMA_4
g28151,1.7932041293484051,144.0,FEMA_4
g28153,-1.827104113436116,594.0,FEMA_4
g28155,-1.0878879589458457,502.0,FEMA_4
g28157,4.402353168686595,32.0,FEMA_4
g28159,0.280445132351383,315.0,FEMA_4
g28161,0.18319375220915746,333.0,FEMA_4
g28163,2.400622614567621,109.0,FEMA_4
g29001,1.838696812171496,83.0,FEMA_7
g29003,-2.2850634472962184,338.0,FEMA_7
g29005,-1.2975259697653816,299.0,FEMA_7
g29007,3.546217311972714,23.0,FEMA_7
g29009,0.3491772438601925,185.0,FEMA_7
g29011,0.2502206621209636,188.0,FEMA_7
g29013,0.3438961889905884,187.0,FEMA_7
g29015,-0.19550911786665592,219.0,FEMA_7
g29017,-0.7924609539529734,262.0,FEMA_7
g29019,-2.3131353643886015,339.0,FEMA_7
g29021,1.7964043094335391,87.0,FEMA_7
g29023,4.412583133526015,13.0,FEMA_7
g29025,-0.49672951996508874,246.0,FEMA_7
g29027,-2.4757128587654864,348.0,FEMA_7
g29029,-1.8735660485824681,326.0,FEMA_7
g29031,0.9835086433195879,140.0,FEMA_7
g29033,-0.1306706759913155,214.0,FEMA_7
g29035,4.13983520725581,15.0,FEMA_7
g29037,-2.7218130533318536,358.0,FEMA_7
g29039,0.9545998560587057,143.0,FEMA_7
g29041,2.4221449921857907,51.0,FEMA_7
g29043,-2.8936254711328706,364.0,FEMA_7
g29045,-0.22459948235925603,223.0,FEMA_7
g29047,-2.3503197685133648,341.0,FEMA_7
g29049,-1.0262338009244225,279.0,FEMA_7
g29051,-0.8961778074373525,272.0,FEMA_7
g29053,-0.9050587761614034,273.0,FEMA_7
g29055,1.7063559547565068,93.0,FEMA_7
g29057,1.4790403466045976,109.0,FEMA_7
g29059,0.5303994372319194,169.0,FEMA_7
g29061,-1.2328342020394476,295.0,FEMA_7
g29063,-7.27946223244,410.0,FEMA_7
g29065,1.9762487971902203,71.0,FEMA_7
g29067,0.19620061982442738,193.0,FEMA_7
g29069,7.650418381725911,4.0,FEMA_7
g29071,-1.6418583004280887,317.0,FEMA_7
g29073,0.856481999002691,150.0,FEMA_7
g29075,3.127328567161193,34.0,FEMA_7
g29077,0.5595681894485499,165.0,FEMA_7
g29079,2.8553229809549254,41.0,FEMA_7
g29081,0.42001819705453286,183.0,FEMA_7
g29083,1.1295053044944439,131.0,FEMA_7
g29085,0.9613150242018,142.0,FEMA_7
g29087,0.836181312305894,151.0,FEMA_7
g29089,1.1972662508278116,126.0,FEMA_7
g29091,2.1816059617669445,62.0,FEMA_7
g29093,3.5303496901299347,24.0,FEMA_7
g29095,3.016037259131637,37.0,FEMA_7
g29097,3.116050020033832,35.0,FEMA_7
g29099,-2.554304427094246,351.0,FEMA_7
g29101,-2.4255218266383527,346.0,FEMA_7
g29103,1.3343504421805872,118.0,FEMA_7
g29105,1.1770096945932293,129.0,FEMA_7
g29107,-0.5011707792037653,247.0,FEMA_7
g29109,1.8129562621060784,84.0,FEMA_7
g29111,0.9474424654791715,144.0,FEMA_7
g29113,-2.4495266925607195,347.0,FEMA_7
g29115,1.9649255288214782,72.0,FEMA_7
g29117,4.260873979534868,14.0,FEMA_7
g29119,2.5020803730927885,50.0,FEMA_7
g29121,2.231456871840386,61.0,FEMA_7
g29123,2.697971345875346,47.0,FEMA_7
g29125,-0.6338278298638238,253.0,FEMA_7
g29127,3.4259632066584857,26.0,FEMA_7
g29129,1.5959677165708346,99.0,FEMA_7
g29131,0.5217121709042806,170.0,FEMA_7
g29133,5.469310635469586,10.0,FEMA_7
g29135,-1.6580083458232595,318.0,FEMA_7
g29137,0.9055597998797095,148.0,FEMA_7
g29139,1.6223263174254177,98.0,FEMA_7
g29141,0.733471414340882,156.0,FEMA_7
g29143,7.313249640874867,6.0,FEMA_7
g29145,0.48254599031564266,175.0,FEMA_7
g29147,0.0348258318439707,201.0,FEMA_7
g29149,1.3794031595585086,114.0,FEMA_7
g29151,-3.6291379514238375,377.0,FEMA_7
g29153,1.7951210497947347,88.0,FEMA_7
g29155,9.761933035993803,2.0,FEMA_7
g29157,-1.3550446641201903,301.0,FEMA_7
g29159,1.479782194944159,108.0,FEMA_7
g29161,-1.1848836539302408,288.0,FEMA_7
g29163,-0.2089960662433492,220.0,FEMA_7
g29165,-4.678675350514709,399.0,FEMA_7
g29167,-0.08550451289612165,211.0,FEMA_7
g29169,-4.6358952718683515,398.0,FEMA_7
g29171,0.012490248427840883,204.0,FEMA_7
g29173,-2.6215839990456726,354.0,FEMA_7
g29175,-0.028232292062742026,208.0,FEMA_7
g29177,-1.3415479846513758,300.0,FEMA_7
g29179,2.7065988566094292,46.0,FEMA_7
g29181,3.784653643100741,20.0,FEMA_7
g29183,-5.267765227608571,405.0,FEMA_7
g29185,1.903882616749044,81.0,FEMA_7
g29186,-2.8122120562392836,359.0,FEMA_7
g29187,-0.7956648162222442,263.0,FEMA_7
g29189,-0.09349035833583441,212.0,FEMA_7
g29195,3.471042701648439,25.0,FEMA_7
g29197,3.3939976133141405,28.0,FEMA_7
g29199,1.9081511722531408,79.0,FEMA_7
g29201,3.978306554349978,18.0,FEMA_7
g29203,1.3063903977763223,119.0,FEMA_7
g29205,1.5460434377883079,105.0,FEMA_7
g29207,2.0751101634504923,67.0,FEMA_7
g29209,0.14067453569392163,197.0,FEMA_7
g29211,3.8145666887749794,19.0,FEMA_7
g29213,1.280043144031255,122.0,FEMA_7
g29215,0.5675163398763461,163.0,FEMA_7
g29217,4.088053652285932,16.0,FEMA_7
g29219,-1.9591116563859483,328.0,FEMA_7
g29221,1.7570031531723722,90.0,FEMA_7
g29223,1.9137524770923577,78.0,FEMA_7
g29225,-0.9460297923528143,275.0,FEMA_7
g29227,2.7554412450512054,44.0,FEMA_7
g29229,2.614191430259172,48.0,FEMA_7
g29510,9.598494910955308,3.0,FEMA_7
g30001,-0.48586922336574456,154.0,FEMA_8
g30003,1.7474589929563586,69.0,FEMA_8
g30005,1.4414307449601824,76.0,FEMA_8
g30007,-0.3706725269720364,146.0,FEMA_8
g30009,1.0908185667872972,92.0,FEMA_8
g30011,1.3660732277293302,80.0,FEMA_8
g30013,1.1162863974802097,91.0,FEMA_8
g30015,0.5773373974405973,109.0,FEMA_8
g30017,0.7286178594509194,105.0,FEMA_8
g30019,-0.4101647196140732,148.0,FEMA_8
g30021,-1.317579022903645,192.0,FEMA_8
g30023,3.6134327593574227,29.0,FEMA_8
g30025,-1.9663089164814485,222.0,FEMA_8
g30027,0.1619980064536523,126.0,FEMA_8
g30029,0.22298037067497245,123.0,FEMA_8
g30031,-4.368728745810605,281.0,FEMA_8
g30033,1.1276652138574386,90.0,FEMA_8
g30035,2.5614741115192188,49.0,FEMA_8
g30037,2.8803594277706654,43.0,FEMA_8
g30039,4.043777332341212,25.0,FEMA_8
g30041,-0.6836258620475599,164.0,FEMA_8
g30043,-1.8774411124532517,218.0,FEMA_8
g30045,2.054241978832985,58.0,FEMA_8
g30047,3.424646709376346,34.0,FEMA_8
g30049,-0.2661795522552468,144.0,FEMA_8
g30051,6.335095516644749,7.0,FEMA_8
g30053,3.571495064604659,30.0,FEMA_8
g30055,-3.1020106882739804,259.0,FEMA_8
g30057,-0.7198227017003214,167.0,FEMA_8
g30059,2.8599014612422,44.0,FEMA_8
g30061,6.718923502262075,6.0,FEMA_8
g30063,-1.3136807403936412,191.0,FEMA_8
g30065,1.3360693713255398,82.0,FEMA_8
g30067,1.2594862694064668,83.0,FEMA_8
g30069,-0.19058661495909335,142.0,FEMA_8
g30071,1.1303344670812652,89.0,FEMA_8
g30073,1.8503825661491926,64.0,FEMA_8
g30075,-2.1556635460701434,231.0,FEMA_8
g30077,-3.0037146229130824,255.0,FEMA_8
g30079,4.833157324592628,16.0,FEMA_8
g30081,2.30810603744334,52.0,FEMA_8
g30083,-4.541917938457896,285.0,FEMA_8
g30085,0.7820417301254362,103.0,FEMA_8
g30087,0.7100851961185474,107.0,FEMA_8
g30089,4.325753939975209,22.0,FEMA_8
g30091,-1.4483429292667545,198.0,FEMA_8
g30093,0.6348030481887885,108.0,FEMA_8
g30095,-2.050844387514556,228.0,FEMA_8
g30097,-2.243818661772595,234.0,FEMA_8
g30099,1.2087953354310148,84.0,FEMA_8
g30101,-2.8431841669553775,248.0,FEMA_8
g30103,-0.4122148373548824,149.0,FEMA_8
g30105,1.9657207609096492,60.0,FEMA_8
g30107,4.688233449048599,18.0,FEMA_8
g30109,-1.7641691745431731,214.0,FEMA_8
g30111,-0.5185243370468671,156.0,FEMA_8
g31001,-0.5882756744314592,251.0,FEMA_7
g31003,-0.5686032837162525,250.0,FEMA_7
g31005,-4.857532583085112,400.0,FEMA_7
g31007,-1.2259268606769589,293.0,FEMA_7
g31009,-1.7785354985976187,322.0,FEMA_7
g31011,-1.4363459901565128,308.0,FEMA_7
g31013,1.6739976689126568,95.0,FEMA_7
g31015,-2.4097689660193824,345.0,FEMA_7
g31017,0.7737187060202223,154.0,FEMA_7
g31019,-1.4990061047322927,312.0,FEMA_7
g31021,-0.39502692305651865,237.0,FEMA_7
g31023,-2.545833071368783,350.0,FEMA_7
g31025,-5.2272229856711325,404.0,FEMA_7
g31027,-2.1048797575044547,331.0,FEMA_7
g31029,1.9559202834060616,74.0,FEMA_7
g31031,-1.2224284478872924,292.0,FEMA_7
g31033,-1.7916239603173996,323.0,FEMA_7
g31035,-0.29702919348460266,229.0,FEMA_7
g31037,5.082558298459364,12.0,FEMA_7
g31039,-0.1404390657930809,215.0,FEMA_7
g31041,-1.415597880178679,306.0,FEMA_7
g31043,5.772355068532815,8.0,FEMA_7
g31045,0.9728956973006964,141.0,FEMA_7
g31047,3.5953501078480743,21.0,FEMA_7
g31049,-1.0713746778972748,281.0,FEMA_7
g31051,1.953608627404667,75.0,FEMA_7
g31053,1.9582473759260794,73.0,FEMA_7
g31055,0.4670914362517463,179.0,FEMA_7
g31057,-1.481653842802523,311.0,FEMA_7
g31059,-0.027555406921755288,207.0,FEMA_7
g31061,-0.5372708881099107,248.0,FEMA_7
g31063,-3.97423323718308,390.0,FEMA_7
g31065,1.737091975244919,91.0,FEMA_7
g31067,0.5539358356214836,166.0,FEMA_7
g31069,-0.8417213644014809,268.0,FEMA_7
g31071,0.4418292338854873,181.0,FEMA_7
g31073,-2.897106173502009,365.0,FEMA_7
g31075,-3.7626699795119825,382.0,FEMA_7
g31077,-0.007924260546193329,206.0,FEMA_7
g31079,3.3575676007987396,29.0,FEMA_7
g31081,-2.9203925600652916,366.0,FEMA_7
g31083,-3.6302534157801873,378.0,FEMA_7
g31085,-5.425513780307162,406.0,FEMA_7
g31087,-1.8037401246501115,324.0,FEMA_7
g31089,-1.4441173430720273,309.0,FEMA_7
g31091,-3.7095580622963915,380.0,FEMA_7
g31093,-3.6630334352550684,379.0,FEMA_7
g31095,1.7201737882762647,92.0,FEMA_7
g31097,-4.165570107629163,392.0,FEMA_7
g31099,-3.100638327063153,370.0,FEMA_7
g31101,-2.0519069228880173,329.0,FEMA_7
g31103,-1.753299533907222,321.0,FEMA_7
g31105,-0.16569132732223824,217.0,FEMA_7
g31107,2.941746491631646,40.0,FEMA_7
g31109,-2.408782103714668,344.0,FEMA_7
g31111,-0.8754118697085509,271.0,FEMA_7
g31113,-2.6759413726766184,356.0,FEMA_7
g31115,-7.544739326486419,411.0,FEMA_7
g31117,-4.420820438539529,396.0,FEMA_7
g31119,2.105730824939128,66.0,FEMA_7
g31121,-0.29236713210898757,228.0,FEMA_7
g31123,1.496627456384035,107.0,FEMA_7
g31125,1.5843443768882088,101.0,FEMA_7
g31127,-1.2439344127886214,296.0,FEMA_7
g31129,1.1449106343862707,130.0,FEMA_7
g31131,0.0021490422583682056,205.0,FEMA_7
g31133,-0.2433427432957424,226.0,FEMA_7
g31135,-2.8281963103233627,361.0,FEMA_7
g31137,-0.996575528406557,278.0,FEMA_7
g31139,-2.481486985574846,349.0,FEMA_7
g31141,-0.23547778742380088,225.0,FEMA_7
g31143,-1.2617278381969126,297.0,FEMA_7
g31145,-1.3661151585536735,302.0,FEMA_7
g31147,1.9962783770105341,69.0,FEMA_7
g31149,-1.2285173071023405,294.0,FEMA_7
g31151,1.463476121162031,110.0,FEMA_7
g31153,-4.057840846909564,391.0,FEMA_7
g31155,-4.447791830231047,397.0,FEMA_7
g31157,4.0431950196401285,17.0,FEMA_7
g31159,-5.182034264508683,403.0,FEMA_7
g31161,3.337301550646255,31.0,FEMA_7
g31163,-0.7332533932234268,257.0,FEMA_7
g31165,-3.97026896045474,389.0,FEMA_7
g31167,-2.8237326119094934,360.0,FEMA_7
g31169,0.6076621332693988,159.0,FEMA_7
g31171,-3.884039871295358,384.0,FEMA_7
g31173,17.870445273704366,1.0,FEMA_7
g31175,0.450945770202986,180.0,FEMA_7
g31177,-5.007419809042951,401.0,FEMA_7
g31179,-1.08701270437335,283.0,FEMA_7
g31181,1.992889762243815,70.0,FEMA_7
g31183,-7.5841894469622035,412.0,FEMA_7
g31185,-0.6653774405271151,254.0,FEMA_7
g32001,-3.013977484856045,82.0,FEMA_9
g32003,-1.9425267839368296,73.0,FEMA_9
g32005,-1.9644276784233403,74.0,FEMA_9
g32007,-5.345193042274102,88.0,FEMA_9
g32009,-0.21380557888978158,48.0,FEMA_9
