GEOID,sovi,rank,state_id
g13273,1.9633420329819025,28.0,g13
g13275,0.758485672366281,67.0,g13
g13277,0.8519419846292021,63.0,g13
g13279,1.8591531467335594,29.0,g13
g13281,1.3670072407566198,43.0,g13
g13283,1.27814094518244,45.0,g13
g13285,-1.2757826621816246,113.0,g13
g13287,1.0829367467607787,54.0,g13
g13289,1.6064889322584208,37.0,g13
g13291,1.8457996550397118,31.0,g13
g13293,-0.6570851473705234,96.0,g13
g13295,-2.3151065772030264,128.0,g13
g13297,-3.1552080828185667,142.0,g13
g13299,1.141178189544671,50.0,g13
g13301,2.777288282543383,19.0,g13
g13303,1.6434054015352386,35.0,g13
g13305,-0.07962772844792387,85.0,g13
g13307,1.6066890142016783,36.0,g13
g13309,6.614070903039664,4.0,g13
g13311,-1.1964933487587845,112.0,g13
g13313,2.1339332775364905,24.0,g13
g13315,4.541451865493227,8.0,g13
g13317,-0.8571308360890284,102.0,g13
g13319,0.38215923521659384,74.0,g13
g13321,-0.4028686881348871,93.0,g13
g16001,0.48390384564523803,24.0,g16
g16003,-0.47277433729722307,30.0,g16
g16005,1.0730191981002897,19.0,g16
g16007,-2.1032200788765496,34.0,g16
g16009,5.147539809518543,1.0,g16
g16011,1.2008010154678854,16.0,g16
g16013,-6.397037946795442,44.0,g16
g16015,-2.2402514158601146,35.0,g16
g16017,-0.3872956614665152,28.0,g16
g16019,-1.105502402438341,31.0,g16
g16021,-0.0013060159045827913,26.0,g16
g16023,-0.13883537438100868,27.0,g16
g16025,-1.4166825026962597,33.0,g16
g16027,3.178397810025226,4.0,g16
g16029,-3.4359158495044975,38.0,g16
g16031,1.1768347638013412,17.0,g16
g16033,1.6592029399735022,14.0,g16
g16035,1.1382975549563954,18.0,g16
g16037,-3.1194506463304865,37.0,g16
g16039,3.0231166831705347,5.0,g16
g16041,-5.4397424415110045,42.0,g16
g16043,-5.054223636629751,41.0,g16
g16045,2.7307212365754254,7.0,g16
g16047,0.8134141484785589,21.0,g16
g16049,2.2683163453867166,12.0,g16
g16051,-3.7999090198337466,39.0,g16
g16053,2.7439397405659482,6.0,g16
g16055,-0.3935217836246782,29.0,g16
g16057,0.8109869950019926,22.0,g16
g16059,1.2763934146403284,15.0,g16
g16061,2.454389387576116,10.0,g16
g16063,0.5334753262487327,23.0,g16
g16065,-1.3831867169211653,32.0,g16
g16067,0.9966916518976158,20.0,g16
g16069,2.647535812029048,8.0,g16
g16071,-2.526902105469578,36.0,g16
g16073,3.7644374942193517,2.0,g16
g16075,2.5308518845606573,9.0,g16
g16077,0.2510349646574409,25.0,g16
g16079,2.3670671026212267,11.0,g16
g16081,-4.866125303785616,40.0,g16
g16083,1.8739331444306042,13.0,g16
g16085,-5.6157774558174465,43.0,g16
g16087,3.75335842559533,3.0,g16
g17001,-1.1297133992783457,73.0,g17
g17003,6.51528279134066,2.0,g17
g17005,-0.4786126777034889,60.0,g17
g17007,-4.003799786355517,95.0,g17
g17009,3.6947855559291436,9.0,g17
g17011,-0.14702064339779486,52.0,g17
g17013,1.3485429536690956,26.0,g17
g17015,0.8659938796962792,33.0,g17
g17017,-0.2818685528911383,56.0,g17
g17019,1.8372083950945952,20.0,g17
g17021,0.2380823043534106,46.0,g17
g17023,0.10268847510952873,49.0,g17
g17025,3.0853553847459794,13.0,g17
g17027,-2.216469200365877,89.0,g17
g17029,0.3735489439136557,42.0,g17
g17031,-0.8709062487402445,66.0,g17
g17033,2.957006447482603,14.0,g17
g17035,-0.1865468942548588,53.0,g17
g17037,-1.871080624778611,84.0,g17
g17039,-1.687306540531393,80.0,g17
g17041,-1.8361763164040301,83.0,g17
g17043,-4.472582298200201,97.0,g17
g17045,0.6126988463753396,38.0,g17
g17047,0.654583436132429,36.0,g17
g17049,-2.0158596005270173,87.0,g17
g17051,1.066393703779077,29.0,g17
g17053,-0.9482112726591051,69.0,g17
g17055,2.2626338280176403,17.0,g17
g17057,0.3616382975217469,43.0,g17
g17059,5.3818139443123805,4.0,g17
g17061,0.20557583897509002,48.0,g17
g17063,-3.867126998483461,94.0,g17
g17065,3.463398486441362,11.0,g17
g17067,0.525859130861751,40.0,g17
g17069,8.078314937616955,1.0,g17
g17071,0.949752224505121,32.0,g17
g17073,-1.5780533116545599,79.0,g17
g17075,-0.6108997851407764,62.0,g17
g17077,5.878019372073192,3.0,g17
g17079,-0.5442975567090486,61.0,g17
g17081,1.9333645992985802,19.0,g17
g17083,-2.133836478918036,88.0,g17
g17085,1.3707232469585504,25.0,g17
g17087,3.44902612035811,12.0,g17
g17089,-5.34165261613219,99.0,g17
g17091,-1.6906262395242428,81.0,g17
g17093,-7.6725624004196815,102.0,g17
g17095,0.7932998443260582,35.0,g17
g17097,-4.805932479134515,98.0,g17
g17099,-1.4725584444266226,76.0,g17
g17101,4.0438273006236525,7.0,g17
g17103,-1.0819278762854865,72.0,g17
g17105,-0.674504056240609,63.0,g17
g17107,0.34679452224408935,44.0,g17
g17109,2.4573110398501874,16.0,g17
g17111,-5.702502140629216,101.0,g17
g17113,-1.8073591756287244,82.0,g17
g17115,-0.3305910483026223,58.0,g17
g17117,-1.068014598422422,71.0,g17
g17119,-1.5525511429792545,77.0,g17
g17121,1.194051536321941,28.0,g17
g17123,-0.6985556405046933,65.0,g17
g17125,1.4509669075594713,23.0,g17
g17127,1.0434010309836423,30.0,g17
g17129,-1.907859742859232,86.0,g17
g17131,-1.553349174408233,78.0,g17
g17133,-4.4457827722089664,96.0,g17
g17135,0.5810066909510789,39.0,g17
g17137,-0.2391722337535096,54.0,g17
g17139,-1.8964758271648747,85.0,g17
g17141,-2.9121162030451386,92.0,g17
g17143,0.013805737260316198,50.0,g17
g17145,4.399719470948206,5.0,g17
g17147,-2.700903083694177,91.0,g17
g17149,2.9343853066134473,15.0,g17
g17151,3.7599794855224835,8.0,g17
g17153,4.305885152152188,6.0,g17
g17155,0.30011697067598897,45.0,g17
g17157,1.3211904430684718,27.0,g17
g17159,0.4006554964088959,41.0,g17
g17161,-0.9498602895490358,70.0,g17
g17163,-0.9356058509915695,68.0,g17
g17165,3.5063909692415898,10.0,g17
g17167,-1.3550707046914536,75.0,g17
g17169,1.705563534265326,22.0,g17
g17171,-0.371101708629635,59.0,g17
g17173,-0.11044108961103366,51.0,g17
g17175,-0.6796473879612647,64.0,g17
g17177,-0.26592405289692145,55.0,g17
g17179,-2.598374071925658,90.0,g17
g17181,1.4062765968518574,24.0,g17
g17183,0.6297266723927177,37.0,g17
g17185,0.23581373943019363,47.0,g17
g17187,0.951901882798156,31.0,g17
g17189,-0.9075245706971276,67.0,g17
g17191,0.8654924236873921,34.0,g17
g17193,1.7471103185407035,21.0,g17
g17195,-0.2881229716906233,57.0,g17
g17197,-5.588312213049098,100.0,g17
g17199,1.9990678181570427,18.0,g17
g17201,-1.2580859214150215,74.0,g17
g17203,-3.862596119570984,93.0,g17
g23001,-0.6911132762856551,24.0,g23g33g25
g23003,3.8007134152462108,4.0,g23g33g25
g23005,-2.4858937167249566,37.0,g23g33g25
g23007,0.3457857375638246,17.0,g23g33g25
g23009,-1.2623146947435413,29.0,g23g33g25
g23011,-0.2160132493440231,20.0,g23g33g25
g23013,-0.4136750955974625,22.0,g23g33g25
g23015,1.1592858134047688,11.0,g23g33g25
g23017,0.9678327473507112,14.0,g23g33g25
g23019,-1.374564074453305,30.0,g23g33g25
g23021,2.565327116784945,6.0,g23g33g25
g23023,-2.304577455828957,34.0,g23g33g25
g23025,0.9843022008395642,13.0,g23g33g25
g23027,-1.1816819470722124,25.0,g23g33g25
g23029,5.011945450383577,2.0,g23g33g25
g23031,-2.20281946530986,32.0,g23g33g25
g25001,2.3955296958994485,7.0,g23g33g25
g25003,2.3835049224735125,8.0,g23g33g25
g25005,3.9664387917682244,3.0,g23g33g25
g25007,1.001196677654887,12.0,g23g33g25
g25009,3.111056119327473,5.0,g23g33g25
g25011,-0.38687043412798366,21.0,g23g33g25
g25013,7.190999137878117,1.0,g23g33g25
g25015,-1.2116826125149502,26.0,g23g33g25
g25017,-1.2163250597956667,27.0,g23g33g25
g25019,-6.728243772286747,40.0,g23g33g25
g25021,0.020700727939431285,19.0,g23g33g25
g25023,0.7931892253075995,16.0,g23g33g25
g25025,2.008713213978111,9.0,g23g33g25
g25027,0.9509460958321196,15.0,g23g33g25
g29001,1.0995990610105402,39.0,g29
g29003,-3.4495156587629068,102.0,g29
g29005,-1.4884903739802078,81.0,g29
g29007,0.9161806437842377,45.0,g29
g29009,0.8293714187934524,50.0,g29
g29011,-0.9775150132902695,74.0,g29
g29013,-1.081578761761179,75.0,g29
g29015,2.4081090208231077,22.0,g29
g29017,-3.494699712870009,103.0,g29
g29019,-1.1314348432396306,78.0,g29
g29021,0.5353714071188695,54.0,g29
g29023,2.3907087793306685,24.0,g29
g29025,-1.9787085392881152,89.0,g29
g29027,-3.0465986930850506,101.0,g29
g29029,1.950203313427382,29.0,g29
g29031,-0.4034344361465696,67.0,g29
g29033,-1.6175396029950562,84.0,g29
g29035,3.080067276617875,12.0,g29
g29037,-3.766414731815602,107.0,g29
g29039,1.6911481610354222,30.0,g29
g29041,1.2306121333367959,35.0,g29
g29043,-4.355581583102109,109.0,g29
g29045,-1.6939916049701966,85.0,g29
g29047,-2.6127414431160605,96.0,g29
g29049,-2.2632361651572808,94.0,g29
g29051,-1.8042021239096628,86.0,g29
g29053,-1.824338223046063,87.0,g29
g29055,-0.10554570773315736,63.0,g29
g29057,0.872260601198088,48.0,g29
g29059,-2.0670111416793615,91.0,g29
g29061,-1.924666625176486,88.0,g29
g29063,-7.3452874465967595,115.0,g29
g29065,-0.2018948761043114,66.0,g29
g29067,-1.1747215186141673,79.0,g29
g29069,4.309969440617115,4.0,g29
g29071,-3.574108758956331,105.0,g29
g29073,1.0007893545028095,42.0,g29
g29075,2.461528529107857,21.0,g29
g29077,0.5281027603039493,55.0,g29
g29079,1.1986210717167356,36.0,g29
g29081,-0.19590567916598206,65.0,g29
g29083,1.0562903909610322,40.0,g29
g29085,5.712039780426096,3.0,g29
g29087,2.5049589797965632,20.0,g29
g29089,-0.10241323074251486,62.0,g29
g29091,0.8589696261244567,49.0,g29
g29093,2.03927299502641,28.0,g29
g29095,2.5068514983014802,19.0,g29
g29097,2.554215626823999,18.0,g29
g29099,-5.073682547329214,112.0,g29
g29101,-2.2624367866576565,93.0,g29
g29103,1.1490945079250854,38.0,g29
g29105,-0.8377503667264001,73.0,g29
g29107,-2.4677401488017208,95.0,g29
g29109,1.1834051166166153,37.0,g29
g29111,0.49993632088712614,58.0,g29
g29113,-4.8285802027416675,111.0,g29
g29115,0.8847152361773476,47.0,g29
g29117,2.6907470952601904,16.0,g29
g29119,3.61891780162547,7.0,g29
g29121,2.235080501812992,26.0,g29
g29123,0.8029111184295386,51.0,g29
g29125,-1.1283282179329364,77.0,g29
g29127,1.5567593294504123,32.0,g29
g29129,2.744841009586832,15.0,g29
g29131,0.5120062533268008,56.0,g29
g29133,-0.10700392452707308,64.0,g29
g29135,-2.068730676178807,92.0,g29
g29137,0.672320821626675,52.0,g29
g29139,0.5056273898637595,57.0,g29
g29141,2.6544161568259574,17.0,g29
g29143,3.5092297157031727,8.0,g29
g29145,1.2310089585190165,34.0,g29
g29147,-0.7104092932596108,72.0,g29
g29149,1.3690633772431193,33.0,g29
g29151,-5.9681171488276314,113.0,g29
g29153,1.5895785753348055,31.0,g29
g29155,4.037961155670989,5.0,g29
g29157,-3.011150595046115,100.0,g29
g29159,0.1396967896968101,60.0,g29
g29161,-1.2521619733971192,80.0,g29
g29163,-1.0965839520949203,76.0,g29
g29165,-3.6644820179790756,106.0,g29
g29167,-1.4912721993818163,82.0,g29
g29169,-2.647714972350012,98.0,g29
g29171,0.6041165160907273,53.0,g29
g29173,-2.6192331497887507,97.0,g29
g29175,-2.0470232003899778,90.0,g29
g29177,-3.568918827315228,104.0,g29
g29179,3.0711172099298203,13.0,g29
g29181,2.16714684668102,27.0,g29
g29183,-6.163823217561671,114.0,g29
g29185,2.8041663396487264,14.0,g29
g29186,-4.613707749033463,110.0,g29
g29187,-1.5000010125430498,83.0,g29
g29189,-0.4476287940779816,68.0,g29
g29195,2.2659199824034957,25.0,g29
g29197,1.0145024443051915,41.0,g29
g29199,-0.5915463609709871,69.0,g29
g29201,0.886961595223638,46.0,g29
g29203,0.9652185777417548,44.0,g29
g29205,0.9971971431166684,43.0,g29
g29207,-0.6206288684658132,70.0,g29
g29209,3.1750616946339965,10.0,g29
g29211,6.21504213736534,2.0,g29
g29213,3.162282014447499,11.0,g29
g29215,-0.04776794523605987,61.0,g29
g29217,3.45540319041782,9.0,g29
g29219,-2.813635750508437,99.0,g29
g29221,-0.6290228439341407,71.0,g29
g29223,2.4059106310657485,23.0,g29
g29225,-3.827193990228102,108.0,g29
g29227,3.7701061272228213,6.0,g29
g29229,0.2288015607999836,59.0,g29
g29510,7.276340115728489,1.0,g29
g33001,0.2726601513885766,18.0,g23g33g25
g33003,-0.4723874978638858,23.0,g23g33g25
g33005,-2.4240548267980344,36.0,g23g33g25
g33007,1.329681565712096,10.0,g23g33g25
g33009,-2.319263127494851,35.0,g23g33g25
g33011,-2.281936605888613,33.0,g23g33g25
g33013,-1.3957123637229651,31.0,g23g33g25
g33015,-4.7008451226671095,39.0,g23g33g25
g33017,-3.7328628832827606,38.0,g23g33g25
g33019,-1.2569715249293898,28.0,g23g33g25
g36001,0.870934294049017,23.0,g36
g36003,-0.4108095814480359,42.0,g36
g36005,6.343853121321181,1.0,g36
g36007,2.0490628032958487,15.0,g36
g36009,0.14727471082675536,35.0,g36
g36011,0.16836905329831958,34.0,g36
g36013,2.7548723645499416,10.0,g36
g36015,3.353966186203544,5.0,g36
g36017,2.103423462509989,13.0,g36
g36019,-0.9298132193628645,45.0,g36
g36021,3.2360265490804556,6.0,g36
g36023,0.18277894404622014,33.0,g36
g36025,3.4765884120544936,4.0,g36
g36027,-2.9991746414385396,52.0,g36
g36029,2.0537173360576135,14.0,g36
g36031,1.379242126092226,17.0,g36
g36033,-5.990136606551815,61.0,g36
g36035,4.028239277778133,2.0,g36
g36037,0.06965969648437698,38.0,g36
g36039,0.9293853577482454,22.0,g36
g36041,3.012569527368797,7.0,g36
g36043,2.784119387806501,9.0,g36
g36045,-1.4852564672115647,49.0,g36
g36047,1.2071975260357932,19.0,g36
g36049,-1.356950464233944,48.0,g36
g36051,-0.31239438417945986,41.0,g36
g36053,-1.3278303722492828,47.0,g36
g36055,1.0935741283436704,20.0,g36
g36057,3.836615487976157,3.0,g36
g36059,-4.87308823749762,60.0,g36
g36061,0.724716906843639,25.0,g36
g36063,1.5963638039547485,16.0,g36
g36065,2.966906084395498,8.0,g36
g36067,0.6242309790953625,27.0,g36
g36069,0.3464279712437696,32.0,g36
g36071,-4.357263741205858,57.0,g36
g36073,0.8642046668898941,24.0,g36
g36075,-0.6586793117517358,43.0,g36
g36077,2.5460814670732668,11.0,g36
g36079,-6.72536539056234,62.0,g36
g36081,-3.0032632735541345,53.0,g36
g36083,0.5574590480865886,28.0,g36
g36085,-3.3287945594881174,55.0,g36
g36087,-4.120180748293218,56.0,g36
g36089,0.37089312137488306,31.0,g36
g36091,-3.160186268817407,54.0,g36
g36093,0.7132265278505352,26.0,g36
g36095,-0.8694221934274027,44.0,g36
g36097,0.1325262907867243,36.0,g36
g36099,0.3985426022736819,30.0,g36
g36101,1.0913969531462604,21.0,g36
g36103,-4.8442538372369075,59.0,g36
g36105,0.4442609271843627,29.0,g36
g36107,-1.2461041918809435,46.0,g36
g36109,-4.594243480900416,58.0,g36
g36111,0.09243323883823051,37.0,g36
g36113,1.3742764578667832,18.0,g36
g36115,-0.0011927695853107823,40.0,g36
g36117,0.05921883354893756,39.0,g36
g36119,-2.6390015972677587,50.0,g36
g36121,-2.928378300415432,51.0,g36
g36123,2.1771480051794105,12.0,g36
g46003,1.1189011925669772,19.0,g46
g46005,4.745277640024401,5.0,g46
g46007,2.03121802009706,12.0,g46
g46009,-1.8781788355681792,49.0,g46
g46011,-0.46256842390944386,37.0,g46
g46013,-0.7694741286318948,42.0,g46
g46015,-0.007224749216063864,32.0,g46
g46017,0.5622503263636822,25.0,g46
g46019,1.1722499405660227,18.0,g46
g46021,3.0555431474683905,8.0,g46
g46023,-0.04758651624661213,33.0,g46
g46025,-0.3718195913839386,35.0,g46
g46027,0.4543670709369042,26.0,g46
g46029,-1.919965472852044,50.0,g46
g46031,1.117543819917769,20.0,g46
g46033,2.242867572391635,11.0,g46
g46035,-2.014867414269131,51.0,g46
g46037,1.4872714947579007,17.0,g46
g46039,-1.334080148575467,46.0,g46
g46041,1.8541939824240776,14.0,g46
g46043,-3.1876129924123586,62.0,g46
g46045,-2.440430894488953,58.0,g46
g46047,5.002600133848379,3.0,g46
g46049,-0.9510125608961623,45.0,g46
g46051,-0.45674530337849595,36.0,g46
g46053,0.39809436356102995,27.0,g46
g46055,-2.574332574373479,59.0,g46
g46057,-2.2306966437216307,55.0,g46
g46059,-0.8067808978306984,43.0,g46
g46061,-3.4784324883140396,63.0,g46
g46063,-0.9179972286271658,44.0,g46
g46065,-2.2298987987202006,54.0,g46
g46067,-2.2557385694232757,56.0,g46
g46069,1.761932388382288,16.0,g46
g46071,-0.6816652568813063,38.0,g46
g46073,1.9123746709275473,13.0,g46
g46075,3.0943046861288113,7.0,g46
g46077,-1.4057794424431829,47.0,g46
g46079,-0.19046629963274464,34.0,g46
g46081,0.823668720081633,24.0,g46
g46083,-5.618322787716642,66.0,g46
g46085,0.170835626808292,30.0,g46
g46087,-3.5003520735530436,64.0,g46
g46089,0.8356915485563454,22.0,g46
g46091,1.771056216743946,15.0,g46
g46093,-0.7008879092859958,39.0,g46
g46095,2.4433064234987456,10.0,g46
g46097,-2.269277517601587,57.0,g46
g46099,3.6120222215232642,6.0,g46
g46101,-2.8458764873337157,61.0,g46
g46103,0.32396815303622895,29.0,g46
g46105,-0.7424316443769565,40.0,g46
g46107,4.868725724966456,4.0,g46
g46109,0.8336253575181962,23.0,g46
g46111,-0.7639770072949471,41.0,g46
g46113,6.085098315939416,1.0,g46
g46115,-1.7198575126329825,48.0,g46
g46117,-2.2129844530864498,52.0,g46
g46119,-2.5817742356206295,60.0,g46
g46121,3.0038970543561385,9.0,g46
g46123,0.9225152701853185,21.0,g46
g46125,-2.2158593702939084,53.0,g46
g46127,-5.429076901619868,65.0,g46
g46129,0.39756378567690576,28.0,g46
g46135,0.03827522423956681,31.0,g46
g46137,5.072793038719652,2.0,g46
g48001,3.0728557689750295,32.0,g48
g48003,-3.4850802732986135,226.0,g48
g48005,0.7031299184090899,102.0,g48
g48007,0.24249694927866394,125.0,g48
g48009,-3.470962133911736,224.0,g48
g48011,-0.39969968304957415,152.0,g48
g48013,-2.289913945570815,209.0,g48
g48015,-2.3724432343465214,210.0,g48
g48017,-0.10719892534954123,135.0,g48
g48019,-2.7657291746916,217.0,g48
g48021,-3.6542028775132773,227.0,g48
g48023,1.0644429799442379,88.0,g48
g48025,4.360087105111702,7.0,g48
g48027,0.28754130415210377,118.0,g48
g48029,1.0896589837470696,85.0,g48
g48031,-2.854997956873194,218.0,g48
g48033,-6.407733613543687,251.0,g48
g48035,0.4415245824839214,108.0,g48
g48037,2.109737657856603,54.0,g48
g48039,-2.9913358327831294,220.0,g48
g48041,0.25214384509989607,122.0,g48
g48043,-1.8710807162931606,198.0,g48
g48045,1.0759256351421354,86.0,g48
g48047,8.374642695031795,1.0,g48
g48049,0.44303578437267366,107.0,g48
g48051,-0.8249291524696589,170.0,g48
g48053,-1.4596266869128003,188.0,g48
g48055,-0.2946192939936503,148.0,g48
g48057,-1.0267591213275873,177.0,g48
g48059,-2.240023576738206,208.0,g48
g48061,2.141523238876144,52.0,g48
g48063,1.216637151218213,74.0,g48
g48065,-3.7410175120009415,229.0,g48
g48067,3.273852322060733,27.0,g48
g48069,-0.8646297155170307,171.0,g48
g48071,-5.8782201477504294,250.0,g48
g48073,1.9926242228491193,58.0,g48
g48075,2.8711571755807013,36.0,g48
